,Age,Gender,Income,Location,Device,Interest_Category,Time_Spent_on_Site,Number_of_Pages_Viewed,Click
782,54,Female,36199,Urban,Desktop,Technology,52.60149667604772,9,1
783,38,Male,92827,Urban,Tablet,Technology,36.05672360167891,17,1
784,31,Male,20112,Suburban,Desktop,Technology,28.786267720909976,16,1
785,19,Male,39581,Urban,Tablet,Fashion,80.21265393075745,17,0
786,28,Female,79722,Suburban,Desktop,Travel,52.86495856871616,8,0
787,56,Male,36523,Suburban,Tablet,Technology,25.66081823843988,11,0
788,55,Female,86960,Urban,Desktop,Technology,84.24754437098477,2,0
789,51,Male,39552,Rural,Tablet,Technology,69.98331254921978,8,0
790,55,Male,30808,Rural,Tablet,Fashion,103.74728631689206,12,0
791,51,Male,92525,Rural,Tablet,Fashion,18.509728370796683,1,0
792,35,Female,43620,Suburban,Tablet,Fashion,95.35165922361246,13,1
793,47,Female,20887,Suburban,Tablet,Technology,82.4544304839848,17,0
794,32,Female,51802,Suburban,Mobile,Sports,18.22625773523125,14,1
795,44,Male,46049,Urban,Tablet,Sports,84.90438393524788,14,0
796,51,Male,97789,Suburban,Mobile,Sports,55.7779382211805,16,1
797,55,Female,27846,Urban,Tablet,Travel,113.67325033892196,17,0
798,50,Female,66220,Urban,Mobile,Technology,21.28530532105842,6,1
799,41,Female,66163,Rural,Mobile,Sports,78.92583994380986,7,0
800,32,Female,23765,Rural,Desktop,Sports,48.927705228238786,1,0
801,47,Female,65270,Rural,Tablet,Sports,115.03368711795095,15,0
802,59,Female,95277,Urban,Desktop,Technology,42.947112958381794,18,0
803,34,Male,42931,Urban,Desktop,Sports,115.65137959155702,13,1
804,22,Female,75633,Urban,Tablet,Sports,108.67087287658615,2,0
805,46,Male,71913,Suburban,Desktop,Technology,36.09407206072548,19,0
806,21,Male,45991,Urban,Tablet,Travel,97.40730433503919,15,1
807,27,Female,74845,Rural,Desktop,Fashion,119.49448320740318,12,0
808,34,Female,75312,Rural,Tablet,Sports,34.05624524969747,15,1
809,27,Male,30561,Urban,Tablet,Fashion,55.22937447218176,18,1
810,34,Female,36901,Urban,Tablet,Travel,64.82078470517736,14,0
811,37,Female,82875,Rural,Mobile,Travel,38.9170806174444,6,0
812,41,Male,45917,Urban,Desktop,Sports,6.755456559293423,12,1
813,22,Male,82120,Rural,Mobile,Technology,30.314863082715565,6,0
814,51,Male,21988,Suburban,Desktop,Travel,37.42274169930222,9,1
815,23,Female,34256,Rural,Desktop,Fashion,56.013965651591526,4,0
816,19,Male,48230,Suburban,Desktop,Fashion,24.676785017541214,17,0
817,30,Female,79778,Urban,Mobile,Fashion,105.42425101954235,2,1
818,60,Male,65833,Urban,Desktop,Fashion,86.06478026410365,16,0
819,60,Male,42625,Suburban,Mobile,Travel,14.798054919361128,14,0
820,28,Male,52088,Urban,Tablet,Sports,79.76063188109211,8,0
821,64,Female,99650,Suburban,Desktop,Sports,80.17049478664634,14,1
822,40,Female,61167,Urban,Desktop,Fashion,114.96543496901718,2,0
823,33,Male,91291,Rural,Tablet,Sports,5.347400205958543,16,1
824,48,Male,85303,Urban,Tablet,Fashion,33.512231727667825,4,0
825,28,Male,96361,Rural,Desktop,Fashion,111.69602012816128,1,1
826,33,Female,24117,Rural,Tablet,Technology,112.19540027080255,14,0
827,25,Male,80710,Suburban,Mobile,Travel,87.8674382276233,8,0
828,21,Female,87054,Urban,Mobile,Travel,93.0627819204671,3,1
829,57,Male,50949,Suburban,Desktop,Fashion,15.520540161909418,5,0
830,21,Male,42547,Urban,Mobile,Travel,64.09572099949688,6,1
831,42,Male,88136,Rural,Mobile,Sports,31.63204399823493,8,0
832,20,Male,84619,Rural,Desktop,Fashion,25.840075015565986,6,1
833,49,Male,81842,Urban,Tablet,Technology,98.18487939918325,6,0
834,20,Male,46990,Urban,Desktop,Sports,20.529385718262954,4,1
835,44,Female,36193,Suburban,Mobile,Technology,58.894938254584304,7,0
836,46,Male,50109,Urban,Desktop,Technology,112.9364975523938,19,1
837,49,Female,39233,Urban,Desktop,Travel,26.37068639001439,7,1
838,36,Male,54510,Urban,Mobile,Travel,117.46924372989697,3,0
839,38,Male,21306,Suburban,Mobile,Fashion,119.34311836252179,8,1
840,22,Female,23849,Urban,Desktop,Travel,68.89597278847634,1,1
841,35,Male,32360,Rural,Mobile,Technology,24.56641512037316,1,0
842,45,Female,65800,Suburban,Mobile,Technology,41.352062113203,14,0
843,59,Female,56963,Suburban,Mobile,Sports,53.81667575780154,6,0
844,39,Male,74330,Rural,Mobile,Technology,40.57228580119564,10,0
845,38,Female,71707,Rural,Mobile,Fashion,37.273091685799315,14,0
846,23,Female,38689,Rural,Mobile,Fashion,116.80641655988111,4,0
847,18,Male,49084,Urban,Tablet,Travel,22.63695515281075,6,1
848,22,Female,60387,Rural,Desktop,Travel,89.33270950243916,16,1
849,58,Male,94816,Urban,Mobile,Travel,5.04718328550511,1,1
850,29,Male,22642,Suburban,Desktop,Fashion,73.56100698127334,6,0
851,43,Male,62137,Suburban,Tablet,Technology,110.33344545471603,9,0
852,63,Male,99832,Rural,Mobile,Travel,38.11242082072019,15,1
853,51,Female,75561,Urban,Desktop,Sports,26.335487154637708,12,1
854,31,Male,82260,Rural,Mobile,Travel,79.9431764110191,3,0
855,43,Male,35438,Rural,Mobile,Fashion,86.94916183931521,11,1
856,62,Female,68442,Urban,Mobile,Travel,84.12350967947785,15,0
857,44,Male,22994,Rural,Mobile,Technology,41.72144120245802,3,0
858,26,Male,21813,Suburban,Mobile,Travel,34.00327624832305,14,1
859,43,Female,75276,Rural,Mobile,Fashion,114.93066199563508,2,0
860,64,Female,61243,Urban,Mobile,Fashion,111.17944345104189,4,0
861,39,Female,82912,Urban,Tablet,Sports,57.59141013767434,19,0
862,64,Female,80272,Suburban,Tablet,Fashion,102.31229460775295,12,0
863,47,Female,62051,Urban,Mobile,Sports,57.01719992794404,2,1
864,60,Female,98854,Urban,Mobile,Technology,53.8047370783387,17,0
865,34,Female,85618,Suburban,Tablet,Fashion,23.027738973918886,3,0
866,43,Male,21920,Rural,Tablet,Travel,54.03669649657687,10,1
867,53,Female,97219,Suburban,Tablet,Technology,66.80294793897781,16,0
868,18,Female,96872,Rural,Mobile,Travel,7.587997654298944,9,0
869,25,Female,22093,Suburban,Desktop,Travel,56.07299559517174,11,1
870,52,Male,32905,Rural,Desktop,Travel,94.85596511544803,15,1
871,32,Male,44351,Suburban,Desktop,Technology,83.20529648304104,3,0
872,64,Female,50981,Rural,Desktop,Technology,78.04305371935253,16,0
873,39,Female,93903,Suburban,Mobile,Fashion,109.59887427027829,12,1
874,31,Female,90821,Rural,Desktop,Travel,7.073681129901451,5,0
875,43,Male,98513,Suburban,Tablet,Sports,69.06047241210693,7,0
876,45,Male,39874,Urban,Tablet,Fashion,95.54511756711632,9,0
877,40,Female,70931,Rural,Desktop,Technology,67.25356901064573,18,1
878,31,Male,27674,Suburban,Tablet,Sports,42.247988546743606,8,0
879,41,Female,70516,Rural,Mobile,Technology,20.668814985577455,12,1
880,19,Male,80686,Rural,Desktop,Sports,107.06975325886201,2,1
881,62,Male,89212,Suburban,Desktop,Fashion,59.13767512457434,10,1
882,43,Female,22426,Rural,Mobile,Sports,105.98324765335566,19,1
883,31,Female,88498,Suburban,Tablet,Fashion,72.37299407981436,9,0
884,24,Female,49943,Urban,Mobile,Technology,82.5320934107251,8,1
885,20,Female,86395,Rural,Mobile,Sports,97.49003275352176,1,0
886,64,Male,64816,Urban,Tablet,Travel,80.80288762901546,6,1
887,40,Male,24138,Rural,Mobile,Travel,50.77630667807784,12,1
888,63,Male,95945,Rural,Tablet,Technology,64.06783915179486,19,0
889,60,Female,24017,Rural,Tablet,Sports,97.35023533772619,17,1
890,64,Male,30451,Suburban,Mobile,Travel,47.969784082893185,2,1
891,62,Female,82956,Urban,Tablet,Fashion,49.63396752837716,11,0
892,35,Male,30278,Rural,Mobile,Sports,16.004363346670132,18,1
893,55,Female,63764,Suburban,Tablet,Sports,110.17721005050099,11,1
894,52,Female,21134,Rural,Desktop,Travel,15.4691762187258,18,1
895,32,Male,82943,Suburban,Tablet,Fashion,79.54405540658392,8,0
896,42,Female,74318,Rural,Tablet,Fashion,52.51736506232174,15,1
897,54,Female,80128,Urban,Mobile,Fashion,51.64622987937587,9,0
898,45,Male,41869,Urban,Tablet,Sports,83.14846120585865,15,0
899,27,Female,25039,Rural,Desktop,Technology,12.715779252436054,7,0
900,56,Female,41281,Suburban,Desktop,Sports,73.27616503941498,13,1
901,34,Female,30442,Rural,Tablet,Sports,93.7836553868208,13,1
902,56,Male,93788,Suburban,Tablet,Travel,100.24446715695834,1,1
903,39,Male,47586,Rural,Desktop,Technology,24.61099478028416,4,1
904,43,Female,73053,Suburban,Mobile,Fashion,108.20319075898998,4,0
905,61,Male,70489,Urban,Desktop,Travel,80.45680056245585,4,0
906,42,Female,87087,Rural,Desktop,Sports,106.41330209437852,13,1
907,34,Female,32625,Urban,Tablet,Technology,60.8072824676728,2,1
908,30,Female,54397,Urban,Tablet,Fashion,67.33383468617824,15,0
909,37,Female,78671,Rural,Desktop,Fashion,110.68940185829717,4,1
910,42,Female,86897,Rural,Mobile,Sports,108.48959748578726,6,1
911,21,Male,46149,Suburban,Desktop,Fashion,56.53850043743523,3,1
912,27,Female,80030,Suburban,Desktop,Fashion,36.5574526381034,7,1
913,20,Male,89906,Urban,Mobile,Technology,50.214599974890376,6,1
914,58,Male,25283,Suburban,Desktop,Travel,49.59289778092122,3,1
915,62,Female,27610,Suburban,Desktop,Technology,37.9896906230213,4,0
916,35,Female,63326,Rural,Tablet,Travel,35.88665449829115,10,0
917,64,Male,34924,Suburban,Mobile,Travel,104.02223769516773,9,0
918,53,Male,96162,Urban,Tablet,Travel,13.034120878736093,6,0
919,64,Male,20869,Suburban,Tablet,Fashion,82.92528594145332,11,1
920,39,Female,21014,Urban,Mobile,Technology,24.874305917492013,7,1
921,51,Male,30103,Rural,Mobile,Fashion,44.61817774031727,18,0
922,64,Female,53458,Urban,Desktop,Sports,12.07744892550624,4,0
923,25,Female,43248,Suburban,Tablet,Technology,36.046968238378135,5,0
924,57,Female,63516,Rural,Mobile,Travel,93.36842317848284,4,0
925,61,Male,49061,Suburban,Tablet,Fashion,106.77676232293474,4,0
926,36,Female,44170,Rural,Tablet,Fashion,30.47562246877221,13,1
927,59,Female,28024,Rural,Mobile,Technology,58.30800151477601,16,1
928,58,Female,63803,Suburban,Desktop,Technology,59.087265512778735,14,0
929,54,Female,39296,Suburban,Tablet,Travel,105.46116016236944,11,0
930,23,Female,38257,Rural,Mobile,Travel,92.72189108071763,2,1
931,43,Male,32855,Rural,Desktop,Sports,64.00388011232573,14,1
932,51,Female,40025,Suburban,Tablet,Travel,82.13592805425394,7,1
933,62,Female,24458,Urban,Mobile,Fashion,102.44583119957719,11,0
934,23,Male,83610,Suburban,Tablet,Sports,6.096979712937669,4,1
935,54,Female,90843,Rural,Mobile,Sports,51.33235357075559,7,0
936,50,Male,69831,Suburban,Mobile,Sports,109.33296423686404,16,0
937,39,Female,63427,Urban,Tablet,Technology,90.13599854705441,6,1
938,38,Male,58506,Suburban,Tablet,Travel,67.42675804841858,6,1
939,23,Male,25668,Rural,Mobile,Sports,65.90912060904034,2,1
940,23,Female,67195,Suburban,Desktop,Technology,44.993561224510344,8,0
941,21,Female,93233,Rural,Tablet,Technology,64.85986136877418,7,1
942,47,Female,44417,Rural,Mobile,Sports,80.36906793829712,14,1
943,28,Male,30751,Suburban,Mobile,Sports,53.1117494193112,9,0
944,47,Male,66218,Rural,Desktop,Fashion,87.12761183510001,15,1
945,48,Male,27352,Rural,Desktop,Sports,104.04170613494438,18,1
946,41,Female,99052,Urban,Desktop,Fashion,22.788757541259034,12,0
947,26,Male,48927,Urban,Tablet,Sports,56.92790762400381,19,0
948,20,Male,61094,Urban,Mobile,Sports,51.92231049778432,13,0
949,48,Female,74122,Urban,Mobile,Travel,84.05845246571873,7,0
950,57,Male,49493,Rural,Mobile,Sports,33.734758504661876,10,0
951,54,Male,93539,Suburban,Desktop,Sports,78.62885521951176,10,1
952,53,Female,51707,Rural,Mobile,Fashion,105.91126279912112,2,1
953,41,Male,88814,Rural,Tablet,Fashion,53.08513397626661,14,0
954,48,Female,27296,Rural,Desktop,Travel,109.7668054976103,13,1
955,23,Female,45398,Suburban,Desktop,Sports,119.21382997735002,6,1
956,19,Female,55842,Urban,Desktop,Sports,17.20058574401449,9,0
957,37,Female,33261,Rural,Desktop,Fashion,31.801116618258742,13,0
958,45,Female,96709,Rural,Tablet,Technology,114.29367142044072,9,0
959,28,Male,76704,Urban,Mobile,Technology,115.20768394535948,13,1
960,21,Male,87173,Rural,Tablet,Technology,16.236336669477225,5,0
961,32,Female,51781,Suburban,Mobile,Fashion,6.7248275433707185,14,1
962,23,Female,33652,Rural,Tablet,Fashion,23.526502674488558,5,1
963,47,Male,25103,Rural,Desktop,Technology,119.54147008895856,9,1
964,55,Female,45500,Urban,Desktop,Technology,25.69995591022899,8,1
965,19,Female,55529,Rural,Tablet,Sports,62.79297477303266,7,0
966,32,Female,38452,Rural,Tablet,Fashion,102.56803853950878,8,1
967,28,Male,69393,Suburban,Mobile,Fashion,7.346185229143729,3,0
968,25,Male,51174,Urban,Tablet,Technology,74.51623295972284,15,1
969,43,Female,84450,Urban,Tablet,Technology,36.85792662000679,8,0
970,62,Female,55436,Suburban,Mobile,Travel,104.16851539056913,1,0
971,61,Male,67406,Rural,Mobile,Fashion,37.598032165369105,7,0
972,22,Male,83059,Urban,Mobile,Travel,83.97690783241953,19,1
973,23,Female,35954,Urban,Tablet,Sports,82.53525773145064,2,1
974,43,Female,32356,Rural,Mobile,Travel,30.471758118858602,14,1
975,21,Male,22187,Rural,Desktop,Technology,9.001907984860264,18,0
976,36,Male,97243,Urban,Desktop,Fashion,52.063700985320686,15,1
977,37,Male,55098,Rural,Desktop,Fashion,38.25721247607502,14,1
978,50,Female,41225,Urban,Tablet,Travel,98.03244120557649,19,1
979,37,Male,23606,Rural,Desktop,Travel,97.04188167236471,19,0
980,29,Female,77620,Rural,Tablet,Sports,57.55775450215193,17,1
981,64,Male,52828,Suburban,Tablet,Sports,74.74890591217017,19,1
982,18,Male,46489,Rural,Desktop,Technology,74.4898443384964,16,0
983,43,Male,34387,Suburban,Mobile,Technology,100.12318706917668,19,0
984,31,Male,89463,Rural,Tablet,Technology,53.875277624167715,1,0
985,55,Female,91832,Urban,Desktop,Travel,36.67636817590854,19,0
986,54,Female,22591,Urban,Tablet,Travel,35.47901558616296,7,0
987,28,Male,68516,Rural,Mobile,Fashion,66.66211211745347,11,0
988,53,Female,82061,Rural,Mobile,Technology,56.65204331420445,5,1
989,30,Male,86736,Urban,Desktop,Travel,55.61388866326766,17,1
990,60,Male,81753,Rural,Tablet,Fashion,15.480793995316331,11,0
991,20,Male,31087,Suburban,Tablet,Technology,87.6394301793725,8,1
992,50,Male,50816,Suburban,Tablet,Sports,29.57971911791973,10,0
993,23,Female,43408,Suburban,Tablet,Sports,27.649667474002957,12,1
994,27,Male,20136,Suburban,Desktop,Travel,52.46720683190025,10,0
995,22,Male,37413,Suburban,Mobile,Fashion,31.194509286047165,13,0
996,40,Female,79500,Rural,Desktop,Sports,72.14370074042176,18,1
997,27,Male,76358,Rural,Tablet,Fashion,47.71828402346422,10,1
998,61,Male,86197,Suburban,Tablet,Fashion,56.624848098170865,19,1
999,19,Male,52854,Rural,Mobile,Sports,66.77447198446332,17,1
1000,30,Female,96240,Rural,Tablet,Fashion,28.406585085407556,16,1
1001,57,Male,36322,Suburban,Desktop,Sports,22.911436629535928,5,1
1002,19,Female,26968,Rural,Desktop,Travel,106.24851883046455,3,1
1003,37,Male,47518,Rural,Mobile,Technology,54.87822582561342,15,1
1004,18,Male,71925,Rural,Desktop,Technology,52.390765107742006,2,0
1005,54,Female,79848,Suburban,Desktop,Travel,9.09539728137677,13,1
1006,26,Male,21700,Rural,Desktop,Sports,62.26727479755022,8,1
1007,34,Male,43199,Urban,Desktop,Sports,68.729517985265,17,0
1008,26,Female,64589,Urban,Tablet,Sports,69.26670015978665,4,0
1009,28,Female,52115,Suburban,Desktop,Sports,86.3085844721317,19,0
1010,32,Female,81934,Urban,Mobile,Travel,25.410411023966354,9,0
1011,41,Female,74316,Suburban,Mobile,Technology,34.00566043652117,15,1
1012,55,Female,25520,Urban,Desktop,Fashion,98.23400350149745,9,1
1013,52,Male,56455,Urban,Mobile,Fashion,113.92462093699031,9,0
1014,47,Female,61605,Urban,Desktop,Technology,20.632265947241873,14,0
1015,48,Male,34955,Suburban,Mobile,Travel,62.22969876810009,16,1
1016,22,Male,64049,Suburban,Mobile,Fashion,29.630269065052488,17,1
1017,61,Male,33917,Rural,Desktop,Technology,11.90841436082298,13,1
1018,31,Female,90293,Suburban,Desktop,Travel,42.43288388450557,9,1
1019,28,Female,98581,Urban,Tablet,Fashion,21.524076896184464,15,0
1020,26,Male,84925,Urban,Desktop,Sports,86.64230344493832,7,1
1021,51,Female,90269,Suburban,Desktop,Sports,66.37842257221611,1,0
1022,29,Female,50954,Suburban,Tablet,Travel,21.54096416388575,1,0
1023,52,Female,92617,Suburban,Desktop,Sports,6.062782666634153,5,0
1024,52,Female,61458,Rural,Desktop,Travel,97.93806063778446,9,1
1025,18,Male,41113,Urban,Tablet,Technology,25.262356708888465,12,0
1026,57,Male,63939,Rural,Desktop,Technology,74.71491385538809,6,1
1027,39,Female,49345,Rural,Desktop,Fashion,43.74602000382574,13,0
1028,46,Male,66313,Urban,Tablet,Travel,72.33088290622909,8,1
1029,25,Female,89166,Urban,Tablet,Fashion,41.300167102967265,15,0
1030,28,Female,67861,Suburban,Mobile,Fashion,14.998049479609229,6,0
1031,58,Male,69298,Suburban,Desktop,Technology,30.639250984141665,6,1
1032,54,Male,67221,Rural,Mobile,Fashion,26.626735145093694,4,1
1033,31,Male,64942,Suburban,Mobile,Sports,54.222225530559044,11,0
1034,47,Female,23453,Suburban,Tablet,Fashion,80.70263509400809,18,0
1035,52,Male,74935,Urban,Desktop,Travel,35.33769861883112,3,1
1036,38,Female,63370,Urban,Desktop,Sports,6.388042559571065,3,0
1037,54,Male,28328,Suburban,Tablet,Technology,64.67779689044704,12,1
1038,22,Male,35534,Urban,Mobile,Travel,74.6623412762818,6,1
1039,36,Female,56320,Suburban,Tablet,Sports,115.73010681020811,6,0
1040,31,Female,69170,Urban,Desktop,Travel,72.78914235572338,8,1
1041,43,Female,28640,Urban,Tablet,Sports,59.184844328486314,15,0
1042,21,Female,50049,Urban,Desktop,Travel,70.94118697823593,18,1
1043,42,Female,25618,Urban,Mobile,Travel,111.7085724341331,16,1
1044,62,Female,76053,Suburban,Desktop,Sports,100.26348674418932,6,0
1045,59,Female,21920,Rural,Mobile,Technology,42.14255433683792,17,1
1046,42,Female,63937,Urban,Mobile,Technology,32.28425182057079,9,0
1047,35,Male,89724,Suburban,Desktop,Travel,35.20286542209847,19,1
1048,57,Female,32207,Suburban,Desktop,Travel,63.0084195672495,18,1
1049,25,Female,85774,Urban,Mobile,Technology,90.56568689128645,5,1
1050,56,Male,52972,Rural,Tablet,Technology,62.87020882604064,6,1
1051,57,Female,30799,Urban,Desktop,Fashion,12.796585520232949,12,0
1052,31,Male,91088,Suburban,Mobile,Technology,88.21178055059781,11,1
1053,49,Male,48916,Rural,Mobile,Travel,97.68656479715969,16,1
1054,55,Female,90463,Suburban,Tablet,Sports,38.29225448876776,17,1
1055,50,Male,96700,Urban,Desktop,Technology,81.37446001758529,9,0
1056,40,Female,57158,Rural,Mobile,Fashion,54.05806862125524,1,0
1057,32,Male,91696,Suburban,Tablet,Fashion,107.24872590865593,3,0
1058,50,Male,81510,Suburban,Mobile,Fashion,102.20093918848508,9,0
1059,42,Male,78692,Suburban,Desktop,Sports,65.42467980560886,19,1
1060,34,Female,81744,Urban,Tablet,Technology,84.52313776856336,13,1
1061,50,Female,35810,Rural,Mobile,Technology,106.58521561754196,14,1
1062,64,Male,25126,Urban,Tablet,Technology,62.007456159001684,19,0
1063,19,Male,50009,Urban,Desktop,Sports,41.023835156214524,7,0
1064,31,Female,20192,Urban,Tablet,Sports,91.67160585960184,4,1
1065,57,Female,56413,Rural,Desktop,Travel,30.307619300239555,12,1
1066,57,Male,32816,Urban,Mobile,Fashion,49.68108202069484,14,1
1067,56,Male,59082,Urban,Desktop,Fashion,104.55863226728127,2,0
1068,23,Female,85048,Urban,Mobile,Technology,88.30856913097124,1,1
1069,23,Female,70940,Urban,Mobile,Sports,51.43826560346241,18,1
1070,20,Female,52130,Suburban,Desktop,Sports,29.6956177769611,8,0
1071,24,Female,60142,Urban,Mobile,Technology,45.9363649457072,3,0
1072,25,Female,56468,Suburban,Tablet,Technology,37.67197716115479,6,1
1073,59,Male,50698,Urban,Mobile,Travel,25.2502681135432,13,0
1074,32,Female,30655,Rural,Desktop,Fashion,90.48328506005052,9,1
1075,64,Male,67897,Suburban,Tablet,Fashion,33.988036987769725,9,1
1076,46,Female,50075,Suburban,Tablet,Fashion,57.22925906929284,9,1
1077,50,Male,29359,Suburban,Mobile,Travel,49.37383638615254,15,1
1078,47,Female,62056,Suburban,Mobile,Technology,117.93889854309755,13,0
1079,56,Female,71831,Rural,Desktop,Technology,49.97560807704536,16,0
1080,44,Male,79191,Urban,Tablet,Fashion,14.197985521626801,2,0
1081,53,Male,53272,Suburban,Desktop,Fashion,15.329961545789663,14,1
1082,46,Female,34671,Rural,Mobile,Travel,72.93667795560245,6,1
1083,55,Female,47048,Suburban,Tablet,Sports,73.92680844990055,2,1
1084,50,Female,96274,Urban,Desktop,Sports,53.157283905505324,8,0
1085,54,Female,45963,Suburban,Desktop,Fashion,54.66202461588341,4,0
1086,44,Female,63954,Rural,Desktop,Travel,11.202247026700189,14,1
1087,50,Male,92309,Urban,Desktop,Fashion,64.40284869476517,11,0
1088,21,Male,20717,Rural,Desktop,Sports,63.04503966874044,14,0
1089,39,Female,31676,Urban,Tablet,Fashion,22.19817163404862,12,0
1090,19,Male,24434,Urban,Desktop,Sports,16.94152940275667,16,0
1091,27,Male,69810,Urban,Tablet,Sports,19.210836418941405,6,1
1092,22,Male,24994,Suburban,Desktop,Sports,16.61824834649473,1,0
1093,27,Female,24234,Rural,Mobile,Technology,75.11644248672738,12,1
1094,50,Male,89300,Rural,Mobile,Technology,27.59550502633564,7,0
1095,55,Female,63949,Rural,Desktop,Fashion,33.91446750155829,8,1
1096,30,Male,57405,Urban,Mobile,Sports,24.960796577415568,9,1
1097,48,Female,54872,Suburban,Tablet,Technology,115.15106001157785,2,0
1098,64,Male,62215,Urban,Desktop,Fashion,103.28100826246107,17,1
1099,53,Female,43185,Rural,Tablet,Fashion,31.5069062954249,13,1
1100,62,Female,63442,Suburban,Desktop,Fashion,42.67012380104449,5,0
1101,41,Male,71759,Suburban,Mobile,Fashion,29.137676865074674,10,1
1102,32,Female,61153,Suburban,Tablet,Fashion,61.56573533799473,12,0
1103,46,Female,97535,Rural,Mobile,Travel,7.255211234539163,17,1
1104,25,Female,22581,Suburban,Mobile,Sports,82.20732102313151,6,0
1105,22,Female,71717,Suburban,Desktop,Fashion,65.16318722902878,3,0
1106,46,Female,22763,Urban,Tablet,Travel,108.34347675462688,15,0
1107,64,Female,75480,Urban,Mobile,Sports,23.905158697767625,7,0
1108,21,Female,58759,Suburban,Desktop,Technology,97.47256329703013,6,0
1109,29,Female,96067,Suburban,Desktop,Fashion,96.0755166636723,4,1
1110,62,Male,45307,Urban,Desktop,Travel,19.625836759941997,19,1
1111,19,Male,31064,Urban,Mobile,Technology,50.834310776574675,5,0
1112,44,Female,96848,Urban,Desktop,Travel,24.56755373161944,3,1
1113,48,Female,57548,Rural,Tablet,Sports,34.29285755261812,9,1
1114,53,Male,56945,Rural,Tablet,Sports,35.2733101055126,6,1
1115,53,Male,67937,Urban,Mobile,Technology,68.96718531296386,13,0
1116,43,Male,26476,Suburban,Tablet,Travel,52.31225715245353,4,0
1117,60,Female,71756,Urban,Desktop,Fashion,113.98927246072512,2,1
1118,44,Male,22382,Rural,Mobile,Fashion,19.53256632390559,4,0
1119,22,Female,69683,Suburban,Desktop,Technology,116.97459550777286,8,0
1120,37,Female,65276,Rural,Mobile,Technology,31.523443624640354,13,1
1121,28,Male,53402,Suburban,Mobile,Technology,93.88050268391311,10,0
1122,27,Female,46946,Rural,Desktop,Travel,43.98154150987446,18,0
1123,57,Female,99698,Suburban,Tablet,Fashion,21.454360472991098,9,0
1124,55,Female,93933,Suburban,Tablet,Fashion,103.6572563033176,1,0
1125,23,Female,42335,Suburban,Mobile,Fashion,40.51900341219327,13,0
1126,25,Male,65095,Suburban,Desktop,Technology,80.76837148608685,18,1
1127,40,Male,99930,Rural,Desktop,Fashion,70.14102378496206,15,0
1128,64,Female,47197,Rural,Mobile,Sports,59.251975579950546,2,0
1129,43,Female,42010,Suburban,Tablet,Technology,62.019239354582,11,1
1130,63,Male,44123,Suburban,Desktop,Fashion,89.20736012061307,14,1
1131,60,Female,22890,Rural,Tablet,Travel,15.093885124195666,15,0
1132,29,Male,28026,Suburban,Tablet,Technology,81.8407761251591,14,1
1133,43,Female,84925,Suburban,Mobile,Sports,108.01839166083656,16,0
1134,30,Female,88842,Suburban,Mobile,Sports,11.645642657284377,15,1
1135,57,Male,53665,Urban,Tablet,Travel,21.175134011871677,19,0
1136,35,Male,29277,Suburban,Desktop,Travel,87.41267272073361,9,1
1137,42,Male,62239,Urban,Desktop,Technology,55.28738954813102,5,0
1138,50,Male,67664,Suburban,Mobile,Technology,51.40809139357416,5,1
1139,64,Female,68008,Rural,Tablet,Sports,20.751162972587125,11,0
1140,57,Male,34683,Urban,Desktop,Travel,63.27855468254563,4,0
1141,60,Female,20670,Urban,Desktop,Technology,19.552710787583383,18,0
1142,29,Male,37889,Suburban,Mobile,Sports,59.81135247571215,3,1
1143,61,Male,75612,Suburban,Tablet,Travel,92.81575938059052,4,1
1144,53,Female,64535,Urban,Desktop,Sports,34.700401157023805,14,0
1145,21,Male,98542,Rural,Mobile,Fashion,60.29040934066864,7,0
1146,22,Male,74319,Rural,Desktop,Travel,119.0818364806361,8,0
1147,54,Male,41639,Suburban,Desktop,Technology,83.96479868571429,16,0
1148,25,Male,84712,Rural,Desktop,Technology,101.75602870009784,15,1
1149,59,Female,36633,Rural,Mobile,Fashion,52.707474754462766,7,1
1150,45,Female,54660,Suburban,Tablet,Travel,93.30400615947336,17,1
1151,48,Male,88975,Rural,Mobile,Sports,9.658554888252011,12,0
1152,26,Male,52172,Suburban,Tablet,Technology,19.134785992358175,18,0
1153,46,Male,79197,Urban,Desktop,Fashion,28.353118185807144,14,1
1154,31,Female,78847,Suburban,Tablet,Fashion,51.22447133075025,15,1
1155,57,Female,31577,Urban,Desktop,Travel,102.26066100746276,15,1
1156,58,Female,97299,Urban,Desktop,Travel,44.82059584061201,5,1
1157,39,Female,40176,Rural,Mobile,Technology,80.28143725427823,16,0
1158,28,Male,64386,Rural,Desktop,Fashion,86.57114390240059,5,0
1159,40,Male,83972,Rural,Mobile,Sports,72.41097072015926,2,0
1160,18,Male,61003,Suburban,Tablet,Fashion,46.08282633956566,9,1
1161,63,Female,39996,Rural,Tablet,Sports,71.36113429705759,9,0
1162,54,Male,55931,Urban,Desktop,Sports,44.36054317082082,4,1
1163,38,Female,55710,Rural,Mobile,Technology,14.64547993348139,15,1
1164,43,Female,54693,Rural,Desktop,Fashion,119.17245749139165,11,1
1165,63,Male,55740,Suburban,Mobile,Sports,19.625982167738755,1,1
1166,53,Male,97241,Suburban,Mobile,Travel,13.320064141146595,18,1
1167,40,Male,96502,Urban,Mobile,Sports,106.03103615882293,1,0
